"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1771957925164060869","https://twitter.com/hi_gaganthakur/status/1771957925164060869","Road trip with family https://t.co/w3ZAgsmV1W","2024-03-24 17:51 +0000","152.0","10.0","0.06578947368421052","0.0","2.0","4.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","58","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770728107080569161","https://twitter.com/hi_gaganthakur/status/1770728107080569161","@ronzowrites Bas bhai, family stuffs","2024-03-21 08:24 +0000","6.0","3.0","0.5","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395082211958844","https://twitter.com/hi_gaganthakur/status/1770395082211958844","That's a wrap!

If you enjoyed this thread:

1. Follow me @hi_gaganthakur for more of these
2. RT the tweet below to share this thread with your audience https://t.co/IayxY3JX59","2024-03-20 10:20 +0000","26.0","4.0","0.15384615384615385","0.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395078109839617","https://twitter.com/hi_gaganthakur/status/1770395078109839617","𝐓𝐋𝐃𝐑: Avoid these beginner email writing mistakes to improve your engagement and conversions. 

- Optimize subject lines
- Use CTAs effectively
- Leverage preview text
- Test before sending
- Analyze performance to keep evolving. 

Every email is an opportunity to connect.","2024-03-20 10:20 +0000","32.0","3.0","0.09375","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395073479426456","https://twitter.com/hi_gaganthakur/status/1770395073479426456","7. Forgetting to measure performance. 

If you don’t know what works, you can’t improve.

   - Track open and click-through rates
   - Adjust based on performance data

   Iterate constantly for better results.","2024-03-20 10:20 +0000","6.0","3.0","0.5","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395068119040382","https://twitter.com/hi_gaganthakur/status/1770395068119040382","6. Sending without testing. 

Always preview your emails before sending them.

   - Send test emails to check for errors
   - View it on multiple devices

   Avoid simple mistakes that could have been fixed.","2024-03-20 10:20 +0000","6.0","3.0","0.5","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395062909669594","https://twitter.com/hi_gaganthakur/status/1770395062909669594","5. Neglecting the preview text. 

It's part of the first impression, along with your subject line.

   - Craft a catchy preview that complements the subject line
   - Use it to add context or urgency

   This text can make or break an open.","2024-03-20 10:20 +0000","4.0","3.0","0.75","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395058421821688","https://twitter.com/hi_gaganthakur/status/1770395058421821688","4. Failing to use a call to action. 

Don’t leave your readers wondering what to do next.

   - Include a clear, compelling CTA
   - Make it easy to find and act on

   Guide them towards the next step.","2024-03-20 10:20 +0000","6.0","3.0","0.5","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395052285546979","https://twitter.com/hi_gaganthakur/status/1770395052285546979","3. Not being clear on the email's purpose. 

Every email should have a clear goal.

   - Define your objective before writing
   - Ensure every part of the email aligns with this goal

   A focused email is a powerful email.","2024-03-20 10:20 +0000","7.0","3.0","0.42857142857142855","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395047973826768","https://twitter.com/hi_gaganthakur/status/1770395047973826768","2. Overlooking the importance of personalization. 

Emails need a personal touch to stand out.

   - Use their name in the opening
   - Reference past interactions or purchases

   Make each recipient feel like the email is just for them.","2024-03-20 10:20 +0000","7.0","3.0","0.42857142857142855","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1770395040960938117","https://twitter.com/hi_gaganthakur/status/1770395040960938117","1. Ignoring the power of a subject line. 

Your subject line decides if your email gets opened.

   - Keep it short and sweet
   - Provoke curiosity or offer value

   Don’t let your email get lost in the inbox.","2024-03-20 10:20 +0000","7.0","3.0","0.42857142857142855","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
