"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"1719416286386770306","https://twitter.com/hi_gaganthakur/status/1719416286386770306","@Common_ManCo Right

One problem at a time","2023-10-31 18:09 +0000","81.0","3.0","0.037037037037037035","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719416204157440450","https://twitter.com/hi_gaganthakur/status/1719416204157440450","@UVMarshal You are the best example of taking step towards achieving your goals

Rooting for you brother","2023-10-31 18:09 +0000","5.0","3.0","0.6","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719392354983911758","https://twitter.com/hi_gaganthakur/status/1719392354983911758","Don’t be afraid to take that first step.

You are not supposed to know all the answers.

Just start and you will figure things out on the way.

If you are single, don’t worry about babies now

First, get married.","2023-10-31 16:34 +0000","183.0","9.0","0.04918032786885246","0.0","3.0","4.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719328874360959434","https://twitter.com/hi_gaganthakur/status/1719328874360959434","@scrap9to5 I try to do these things before job starts and after job ends","2023-10-31 12:22 +0000","6.0","4.0","0.6666666666666666","0.0","1.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719315202192359512","https://twitter.com/hi_gaganthakur/status/1719315202192359512","@taiphammm Bingo

Ideas are common, execution is rare","2023-10-31 11:27 +0000","7.0","2.0","0.2857142857142857","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719314952140517521","https://twitter.com/hi_gaganthakur/status/1719314952140517521","@ambika_sarawgi Well said

If you don’t believe in yourself, no one will","2023-10-31 11:26 +0000","13.0","3.0","0.23076923076923078","0.0","0.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719313664245891503","https://twitter.com/hi_gaganthakur/status/1719313664245891503","@glennwrites1 People misuse this sometimes, one need to use it cautiously","2023-10-31 11:21 +0000","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719298710914642025","https://twitter.com/hi_gaganthakur/status/1719298710914642025","@elmolehti Everyone tried to hop on the trend but nothing can beat expertise and authenticity.

That’s why Growth Army wins always","2023-10-31 10:22 +0000","76.0","4.0","0.05263157894736842","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719298504143618056","https://twitter.com/hi_gaganthakur/status/1719298504143618056","I send emails every day.

But occasionally, I also miss it.

I do things in my job because I have to

I send these emails because I love to

Do more of what you love","2023-10-31 10:21 +0000","187.0","16.0","0.0855614973262032","0.0","1.0","7.0","1.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719298003209793953","https://twitter.com/hi_gaganthakur/status/1719298003209793953","@taurihanveree DFY Email Guy","2023-10-31 10:19 +0000","49.0","6.0","0.12244897959183673","0.0","1.0","1.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719296984996327459","https://twitter.com/hi_gaganthakur/status/1719296984996327459","@taiphammm Yes, emails = more sales","2023-10-31 10:15 +0000","7.0","3.0","0.42857142857142855","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245832615239751","https://twitter.com/hi_gaganthakur/status/1719245832615239751","@ambika_sarawgi 🙏🙏","2023-10-31 06:52 +0000","12.0","2.0","0.16666666666666666","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245783558717543","https://twitter.com/hi_gaganthakur/status/1719245783558717543","@startwithvivek So true 

Content that shows your authority brings sign ups","2023-10-31 06:51 +0000","8.0","1.0","0.125","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245603841114345","https://twitter.com/hi_gaganthakur/status/1719245603841114345","@MarketingSuyash No doubt about it","2023-10-31 06:51 +0000","13.0","2.0","0.15384615384615385","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245335372104082","https://twitter.com/hi_gaganthakur/status/1719245335372104082","@ambika_sarawgi Always there to help Ambika","2023-10-31 06:50 +0000","16.0","1.0","0.0625","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245258305986931","https://twitter.com/hi_gaganthakur/status/1719245258305986931","@ambika_sarawgi Never shy away from promoting your lead magnet","2023-10-31 06:49 +0000","11.0","3.0","0.2727272727272727","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719245079905530314","https://twitter.com/hi_gaganthakur/status/1719245079905530314","@_socialmediamgr People create a huge list doing giveaway  and they complain their open rate is low","2023-10-31 06:49 +0000","11.0","2.0","0.18181818181818182","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719223992425349531","https://twitter.com/hi_gaganthakur/status/1719223992425349531","Focus on quality over quantity when it comes to your email list. 

Build a small list of subscribers who
- Actively open 
- Interact with your emails

Than, a large list
- Who never opens your email
- Never interact with you","2023-10-31 05:25 +0000","282.0","37.0","0.13120567375886524","0.0","8.0","19.0","0.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719202314295415218","https://twitter.com/hi_gaganthakur/status/1719202314295415218","@thatroblennon @codyschneiderxx Awesome, would you mind sharing the extension name","2023-10-31 03:59 +0000","12.0","1.0","0.08333333333333333","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719202197286903914","https://twitter.com/hi_gaganthakur/status/1719202197286903914","@adamj__official Emails are here to stay, they meed to focus on building list","2023-10-31 03:58 +0000","27.0","2.0","0.07407407407407407","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719195228140159148","https://twitter.com/hi_gaganthakur/status/1719195228140159148","Get my Ultimate Engagement Framework

- 3X More Organic Followers
- More comments in less time
- Reply like a pro

Get it here: https://t.co/Fm4dbIJvbQ","2023-10-31 03:30 +0000","35.0","2.0","0.05714285714285714","0.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719189149348204598","https://twitter.com/hi_gaganthakur/status/1719189149348204598","@im_frets If we done all the three, getting quality subs will be so easy","2023-10-31 03:06 +0000","11.0","3.0","0.2727272727272727","0.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719188907143889049","https://twitter.com/hi_gaganthakur/status/1719188907143889049","@thatroblennon @codyschneiderxx How about a tool that can download a space and create transcripts","2023-10-31 03:05 +0000","17.0","3.0","0.17647058823529413","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1719183603685601785","https://twitter.com/hi_gaganthakur/status/1719183603685601785","@thatroblennon @codyschneiderxx Rob would love to know more about the process","2023-10-31 02:44 +0000","30.0","3.0","0.1","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
